23,1
441,2
835,3
1230,4
1625,5
2043,6
2438,7
2832,8
3227,9
3645,10
4040,11
4435,12
4829,13
5247,14
5642,15
6037,16
6455,17
6826,18
7244,19
7639,20
8034,21
8428,22
8846,23
9241,24
9636,25
10031,26
10425,27
10843,28
11261,29
11633,30
12027,31
12445,32
12863,33
13235,34
13630,35
14048,36
14442,37
14837,38
15232,39
15650,40
16044,41
16439,42
16834,43
17229,44
17647,45
18041,46
18436,47
18831,48
19226,49
19644,50
20062,51
20433,52
20828,53
21246,54
21640,55
22035,56
22430,57
22825,58
23243,59
23637,60
24032,61
24450,62
24845,63
25263,64
25634,65
26029,66
26447,67
26842,68
27237,69
27631,70
28026,71
28444,72
28839,73
29233,74
29651,75
30069,76
30464,77
30836,78
31230,79
31625,80
32043,81
32461,82
32833,83
33227,84
33645,85
34040,86
34435,87
34829,88
35247,89
35642,90
36060,91
36455,92
36826,93
37244,94
37662,95
38034,96
38429,97
38846,98
39241,99
39659,100
40031,101
40425,102
40843,103
41238,104
41633,105
42028,106
42446,107
42840,108
43235,109
43630,110
44025,111
44442,112
44860,113
45255,114
45627,115
46045,116
46439,117
46834,118
47229,119
47670,120
48042,121
48436,122
48831,123
49226,124
49644,125
50039,126
50433,127
50851,128
51246,129
51641,130
52035,131
52430,132
52825,133
53243,134
53638,135
54032,136
54427,137
54845,138
55240,139
55635,140
56029,141
56447,142
56842,143
57260,144
57631,145
58026,146
58444,147
58839,148
59234,149
59628,150
60046,151
60441,152
60836,153
61231,154
61625,155
62043,156
62438,157
62833,158
63251,159
63645,160
64063,161
64435,162
64853,163
65248,164
65642,165
66037,166
66432,167
66827,168
67244,169
67662,170
68034,171
68429,172
68847,173
69241,174
69636,175
70031,176
70426,177
70844,178
71262,179
71633,180
72051,181
72469,182
72840,183
73235,184
73630,185
74025,186
74443,187
74861,188
75232,189
75627,190
76045,191
76440,192
76834,193
77229,194
77647,195
78042,196
78437,197
78831,198
79249,199
79644,200
80039,201
80433,202
80828,203
81246,204
81664,205
82036,206
82430,207
82825,208
83243,209
83638,210
84033,211
84450,212
84845,213
85263,214
85635,215
86029,216
86447,217
86842,218
87237,219
87632,220
88026,221
88444,222
88839,223
89234,224
89629,225
90070,226
90464,227
90836,228
91231,229
91625,230
92043,231
92461,232
92833,233
93228,234
93646,235
94064,236
94435,237
94830,238
95225,239
95642,240
96037,241
96432,242
96827,243
97245,244
97639,245
98034,246
98452,247
98870,248
99242,249
99660,250
100054,251
100426,252
100844,253
101239,254
101633,255
102028,256
102446,257
102841,258
103235,259
103630,260
104025,261
104443,262
104861,263
105232,264
105627,265
106045,266
106440,267
106835,268
107229,269
107647,270
108042,271
108437,272
108831,273
109249,274
109644,275
110062,276
110434,277
110852,278
111246,279
111641,280
112036,281
112431,282
112825,283
113243,284
113661,285
114033,286
114427,287
114845,288
115240,289
115635,290
116030,291
116448,292
116842,293
117237,294
117632,295
118027,296
118444,297
118839,298
119234,299
119629,300
120047,301
120465,302
120836,303
121231,304
121626,305
122044,306
122438,307
122833,308
123228,309
123669,310
124064,311
124435,312
124830,313
125225,314
125643,315
126037,316
126432,317
126827,318
127245,319
127640,320
128034,321
128452,322
128847,323
129242,324
129660,325
130054,326
130426,327
130844,328
131239,329
131633,330
132028,331
132446,332
132841,333
133236,334
133630,335
134025,336
134443,337
134838,338
135233,339
135627,340
136045,341
136440,342
136835,343
137229,344
137647,345
138042,346
138437,347
138832,348
139226,349
139644,350
140039,351
140434,352
140852,353
141270,354
141641,355
142036,356
142454,357
142825,358
143243,359
143638,360
144033,361
144428,362
144846,363
145240,364
145635,365
146030,366
146425,367
146842,368
147237,369
147632,370
148027,371
148445,372
148839,373
149234,374
149629,375
150047,376
150442,377
150836,378
151231,379
151626,380
152044,381
152462,382
152833,383
153228,384
153646,385
154041,386
154435,387
154830,388
155225,389
155643,390
156038,391
156432,392
156850,393
157245,394
157663,395
158035,396
158429,397
158847,398
159242,399
159660,400
160055,401
160426,402
160844,403
161239,404
161634,405
162028,406
